Full Name,Description,Job,Education Place,Native Language,Country,Father,Mother,Spouse,Birth Date,Death Date,Birth Place,Death Place,Death Method,Death Reason
Asha Aravind,Indian Model And Actress,Actor,,Malayalam,India,,,,1982-05-08,,,,,
Kshama Metre,Pediatrician,Academic,Maulana Azad College,,India,,,,1950-06-26,,Nagpur,,,
Shanti Hiranand,Indian Vocalist,Singer,,,India,,,,1932-00-00,2020-04-10,Lucknow,Gurugram,,
Anu Emmanuel,Indian Actress,Actor,,,India,,,,1997-03-28,,Chicago,,,
Yashica Dutt,Indian Writer,Journalist,,,India,,,,1986-02-05,,Ajmer,,,
Bimla Singh Solanki,Indian Politician,Politician,Maharshi Dayanand University,,India,,,,1959-12-01,,,,,
Mandakini Amte,,Academic,,,India,,,,,,,,,
Hangmila Shaiza,Indian Politician (1920-1997),Politician,,,India,,,,1920-09-19,1997-08-03,,,,
Mehrene Kaur Peerzada,Indian Actor,Actor,,,India,,,,,,,,,
Saanvi Talwar,Indian Actor,Actor,,,India,,,,1991-01-01,,,,,
Kasturi Shankar,Indian Kannada Singer (Born 1950),Playback Singer,,,India,,,,1950-11-01,,Mysore,,,
Neelam Upadhyaya,Indian Actor,Actor,,,India,,,,1993-10-05,,Gujarat,,,
Shruthy Menon,Indian Actress,Actor,,,India,,,,1984-11-21,,New Delhi,,,
Shiwani Saini,Indian Actress,Actor,,,India,,,,1992-12-31,,,,,
Saayoni Ghosh,Indian Actress And Singer,Actor,,,India,,,,1993-01-27,,Kolkata,,,
Baby Sathanya,Indian Actress,Actor,,,India,,,,2007-07-07,,,,,
Pooja Sahasrabudhe,Indian Table Tennis Player,Table Tennis Player,,,India,,,,1991-09-13,,Thane,,,
Shehla Rashid Shora,Indian Student Activist,Student,Jawaharlal Nehru University,,India,,,,,,Srinagar,,,
Santi Ghose,Indian Nationalist,Politician,Comilla Victoria College,,India,,,,1916-11-22,1989-00-00,Kolkata,,,
Ankitta Sharma,Indian Actor,Actor,,,India,,,,1994-05-00,,Chandigarh,,,
Tongam Rina,Indian Journalist And Human Rights Activist,Journalist,,,India,,,,2000-00-00,,,,,
Moon Banerrjee,Indian Television Actress,Actor,,,India,,,,1979-04-23,,Kolkata,,,
Rinku Rajguru,Indian Film Actress,Actor,,,India,,,,2001-06-03,,Akluj,,,
Mithila Palkar,Indian Actress,Actor,University Of Mumbai,,India,,,,1993-01-12,,Mumbai,,,
Alina Saldanha,Indian Politician,Politician,,,India,,,José Matanhy De Saldanha,,,,,,
Riya Deepsi,Indian Actor,Actor,,,India,,,,1990-05-19,,,,,
Madhuri Singh,Indian Politician,Politician,,,India,,,,1923-01-13,,Purnia,,,
Maitreyee Bose,Politician From India,Politician,,,India,,,,1905-10-07,,Giridih District,,,
Kajal Raghwani,Indian Actor,Actor,,,India,,,,1990-07-20,,Pune,,,
Pooja Mor,Indian Fashion Model,Model,,,India,,,,1991-11-06,,Uttar Pradesh,,,
Asees Kaur,Indian Playback Singer,Playback Singer,,,India,,,,1988-09-26,,Panipat,,,
Ruhana Khanna,Indian Actress,Actor,,,India,,,,2008-10-01,,Delhi,,,
Prabhjot Kaur,Punjabi Poet,Academic,,,India,,,,1924-07-06,2016-11-24,,,,
T. V. Anupama,Indian Administrative Service Officer,Civil Servant,Vijayamatha English Medium High School Ponnani,Malayalam,India,,,,1986-10-17,,Marancheri,,,
Rashmi Das,,,,,India,,,,,,,,,
Rochelle Potkar,Indian Fiction Author And Poet Based In Mumbai,Poet,International Writing Program,,India,,,,1979-03-09,,Kalyan,,,
Rittika Sen,Indian Film Actress And Model,Actor,,,India,,,,1991-04-14,,Kolkata,,,
Punam Barla,Field Hockey Player,Field Hockey Player,,,India,,,,1995-02-10,,,,,
M. Bhubaneshwari Devi,Indian Entomologist,Entomologist,,,India,,,,,,,,,
O. Sandhyarani Devi,Indian Entomologist,Entomologist,,,India,,,,,,,,,
Gagandeep Kang,Indian Medical Researcher,Biologist,"Christian Medical College & Hospital, Vellore",,India,,,,1962-11-03,,Shimla,,,
Anilda Thomas,Indian Sprinter,Athletics Competitor,,,India,,,,1993-05-06,,Kothamangalam,,,
Selina Sharma,Italian-Born Indian Musicologist And Vocalist,Musicologist,Banaras Hindu University,,India,,,,1970-01-06,,,,,
Sanah Moidutty,Compositora De Cantares India,Songwriter,,,India,,,,1991-07-01,,Mumbai,,,
Sreemukhi,Indian Actress,Actor,,Telugu,India,,,,1993-05-10,,Nizamabad District,,,
Monica Sehgal,Indian Actress,Actor,,,India,,,,1990-03-06,,Ujjain,,,
Pari Bewa,Indian Freedom Fighter From Odisha.,,,Odia,India,,,,,1942-09-28,Eram Massacre,Eram Massacre,,Gun Violence
Renee Dhyani,Indian Television Actress And Personality,Actor,,,India,,,,,,,,,
Indira Devi Chaudhurani,"Bengali Literary Figure, Author And Musician, Born To The Tagore Family",Writer,University Of Calcutta,Bengali,British India,Satyendranath Tagore,Jnanadanandini Devi,Pramatha Chaudhuri,1873-12-29,1960-08-12,Mumbai,,,
Surbhi Chandna,Indian Actress,Actor,,,India,,,,1989-09-11,,Mumbai,,,
Seema Singh,Indian Film Actress And Dancer,Actor,,,India,,,,1990-06-11,,Mumbai,,,
Manjari Makijany,"Indian Film Director, Writer And Producer",Academic,,,India,,,,1987-02-23,,Mumbai,,,
Jyotii Sethi,Actor,Actor,,,India,,,,,,Uttar Pradesh,,,
Samhita Arni,"Indian Writer, Columnist",Novelist,,,India,,,,1984-00-00,,,,,
Nandini Devi,"Politician From Odisha, India",Politician,,Odia,India,,,Kishore Chandra Singh Deo,1976-01-01,,,,,
Shyamamani Patnaik,"Odia Singer, Vocalist Of Odissi Music",Singer,,Odia,India,,,,1938-12-21,,,,,
Tanu Khan,Indian Actress,Actor,,,India,,,,,,,,,
Suman Haripriya,Politician And Film Director,Politician,,,India,,Bijoya Chakravarty,,1979-06-01,,Guwahati,,,
Phosum Khimhun,Politician,Politician,,,India,,,,,,,,,
Kento Rina,Indian Politician From Arunachal Pradesh State,Politician,,,India,,,,,,,,,
Manisha Panna,Indian Female Football Player,Association Football Player,,,India,,,,1991-04-20,,Odisha,,,
Aisha Sharma,Indian Actress,Actor,,,India,,,,1989-01-24,,Bhagalpur,,,
Kuhoo Garg,Badminton Player,Badminton Player,,,India,,,,1998-09-22,,,,,
Mumtaz Shaikh,Women'S Rights Activist,Feminist,,Marathi,India,,,,1981-11-00,,Ahmednagar,,,
Sulabha Brahme,Indian Economist And Social Activist,Economist,,,India,,,,1932-00-00,2016-12-01,,Pune,,
Nabomita Mazumdar,Xefa D'Empresa India,Business Executive,,,India,,,,,,,,,
Indira Dangi,"Novelist, Playwright, Short Story Writer",Writer,,,India,,,,1980-02-13,,Datia,,,
Reena Dabhi,Indian Cricketer,Cricketer,,,India,,,,1994-03-24,,,,,
Santosh Chauhan Sarwan,Indian Politician,Politician,,,India,,,,,,,,,
Meera Deosthale,Indian Television Actress,Actor,,,India,,,,1995-11-16,,Vadodara,,,
Aparna Karthikeyan,Writer And Independent Journalist,Journalist,,,India,,,,,,,,,
Shweta Jadhav,Indian Cricketer,Cricketer,,,India,,,,1985-12-27,,,,,
Ramya Tulasi,Badminton Player,Badminton Player,,,India,,,,1996-01-30,,,,,
Nirupama Gaur,Indian Politician,Politician,,,India,,,,,,,,,
Seema Trikha,Indian Politician,Politician,,,India,,,,,,,,,
Kavita Mahajan,Indian Writer,Writer,,,India,,,,1967-09-05,2018-09-27,,,,Pneumonia
Shilpi Sheoran,Indian Wrestler,Amateur Wrestler,,,India,,,,1989-05-31,,Hisar,,,
Soni Yadav,Indian Cricketer,Cricketer,,,India,,,,1994-03-24,,Ghaziabad,,,
Leena Tiwari,Indian Politician,Politician,,,India,,,,,,,,,
Lipi,Indian Actor,Actor,,Odia,India,,,,,,Berhampur,,,
Namrata Das,Indian Actress From Odisha,Actor,,Odia,India,,,,1967-04-03,,Kendrapara District,,,
Sulekha Kumbhare,Politician,Politician,,,India,,,,,,,,,
Bhawana Kanth,1St Indian Female Fighter Pilot,Aircraft Pilot,,,India,,,,1992-12-01,,Barauni,,,
Deepa Jayakumar,Indian Politician,Politician,,,India,,,,1974-11-10,,Chennai,,,
Nilima Katiyar,Indian Politician,Politician,,,India,,,,1973-12-08,,Kanpur,,,
Geeta Dash,Indian Singer,Playback Singer,,Odia,India,,,,,,Nayagarh District,,,
Sanjana Agri,Indian Politician,Politician,,,India,,,,,,,,,
Gopi Chand Meena,Indian Politician,Politician,,,India,,,,,,,,,
Rashmi Shetty,Dermatologist,Scientist,,,India,,,,,,Mangalore,,,
Surjit Kaur,Indian Writer,University Teacher,,,India,,,,1952-08-18,,New Delhi,,,
Gulabo Devi,Indian Politician,Politician,,,India,,,,1955-06-01,,Chandausi,,,
Anthonipillai Arockia Mary,Indian Ichthyologist,Zoologist,,,India,,,,,,,,,
Madhushree Narayan,Indian Singer,Singer,,,India,,,,1999-02-09,,Kannur,,,
Bijayini Das,Odia Language Writer,Writer,,Odia,India,,,,1946-01-01,,,,,
Ila Panda,Indian Politician,Politician,,Odia,India,Ghanshyam Dash,,Bansidhar Panda,1932-10-26,2005-01-11,,Bhubaneswar,,
Ritu Karidhal,Indian Scientist And Aerospace Engineer,Physicist,Indian Institute Of Science,,India,,,,,,Lucknow,,,
Mithu Mukherjee,Indian Actress,Actor,,,India,,,,1955-06-19,,Kolkata,,,
Anita Yadav,Indian Politician,Politician,,,India,,,,1964-04-20,,,,,
Shweatlana Singh,Indian Basketball Player,Basketball Player,,,India,,,,,,,,,
Manushi Chhillar,Miss World 2017,Beauty Pageant Contestant,St. Thomas' School,,India,,,,1997-05-14,,Sonipat,,,
Hema Nayak,Indian Writer,Writer,,,India,,,,,,,,,
Aparna Pal Chowdhury,Politician,Political Activist,,Bengali,British India,,,,1922-00-00,1992-08-06,,,,
Seela Subhadra Devi,"తెలుగు రచయిత్రి, చిత్రకారిణి",,,,India,,,,1949-00-00,,Vizianagaram,,,
Mithuben Petit,Indian Nationalist Activist,Activist,,,India,Dinshaw Maneckji Petit,,,1892-04-11,1973-07-16,Mumbai,,,
Swarda Thigale,Indian Actor,Actor,,,India,,,,1993-10-29,,Pune,,,
Krishnakamini Dasi,Bengali Poet,Writer,,Bengali,India,,,,,,,,,
Sanjivani Jadhav,Indian Athlete At 5000M,Athlete,,,India,,,,1996-07-17,,Nashik,,,
Sarabjeet Kaur Sohal,Punjabi Writer,Teacher,,Punjabi,India,,,,,,,,,
Neetu Arora,Punjabi Poet,Teacher,,,India,,,,1979-07-11,,,,,
Payal Dev,Indian Playback Singer,Singer,,,India,,,,1989-02-26,,Jharkhand,,,
Lili Das,Indian 800M Runner,Athletics Competitor,,,India,,,,1998-03-18,,,,,
Geeta Hota,Indian Writer,Writer,,Odia,India,,,Satakadi Hota,,,,,,
Chum Darang,,Beauty Pageant Contestant,,,India,,,,,,,,,
Gaura Devi,Indian Activist,Human Rights Activist,,,India,,,,1925-00-00,1991-00-00,Uttarakhand,,,
Rasika Shekar,Indo-American Flautist And Singer,Flautist,,,United States Of America,,,,1989-04-04,,Dubai,,,
S.Anitha,Dr. Anitha,,,,India,,,,2000-03-05,2017-09-01,Tamil Nadu,Tamil Nadu,Suicide,
Nirmala Devi,Indian Poet,Poet,,Odia,India,,,,1907-00-00,1987-00-00,,,,
Bhumika Gurung,Indian Actress,Actor,,,India,,,,1990-01-27,,,,,
Amelie Panda,Indian Actress,Actor,,,India,,,,1984-09-14,,,,,
Honeypreet,Actor,Actor,,,India,,,,,,Fatehabad,,,
Aditi Myakal,Indian Actress And Model,Actor,,,India,,,,1997-01-27,,Kamareddy,,,
Miniya Chatterji,Indian Academic,Academic,Jawaharlal Nehru University,,India,,,,1979-03-06,,Jamshedpur,,,
Ashi Singh,Indian Television Actress,Actor,,,India,,,,1997-08-12,,Agra,,,
Arpita Mukherjee,Indian Film Playback Singer,Playback Singer,,,India,,,,1982-03-27,,New Delhi,,,
Febi Mani,Indian Playback Singer,Playback Singer,,,India,,,,1985-12-15,,Chennai,,,
Archana Sarat,Indian Poet And Novelist,Writer,,,India,,,,,,,,,
Anny Divya,Indian Pilot,Aircraft Pilot,,,India,,,,1987-01-01,,Pathankot,,,
Imelda Cajipe-Endaya,Filipina Artist,Artist,,,India,,,,1949-09-16,,,,,
Parna Pethe,Indian Actress,Actor,,,India,,,Alok Rajwade,1990-02-19,,Pune,,,
Chhabila Netam,Politician,Politician,,,India,,,,1948-05-22,,,,,
Lila Devi,Indian Politician,Politician,,,India,,,,1919-03-21,,,,,
Jahanara Jaipal Singh,Indian Politician,Politician,,,India,,,,1923-05-31,,,,,
Savitri Nigam,Politician,Politician,,,India,,,,1919-05-17,1985-07-29,Banda,,,
T. Manemma,Politician,Politician,,,India,,,Tanguturi Anjaiah,1942-04-29,2018-09-09,Hyderabad,,,
Rajinder Kaur Bulara,Politician,Politician,,,India,,,,1946-01-01,,,,,
Sundarwati Nawal Prabhakar,Politician,Politician,,,India,,,,1922-09-09,2010-03-24,Delhi,,,
Roopa Rao,Indian Film Maker,Filmmaker,,,India,,,,1981-05-18,,Bengaluru,,,
Kavya Ajit,Indian Singer And Violinist,Playback Singer,,,India,,,,1991-07-17,,Kozhikode,,,
Ramaben Patel,Lawyer And Politician Ramaben Patel,Academic,,,India,,,,1953-01-01,,,,,
Nirlep Kaur,Politician,Politician,,,India,,,,1927-01-01,,,,,
Zohraben Chavda,Gandhian And Member Of 3Rd Lok Sabha,Politician,,,India,,,,1923-09-02,1997-00-00,Prantij,,,
Urmilaben Chimanbhai Patel,Politician,Politician,,,India,,,Chimanbhai Patel,1932-03-05,2016-04-21,,,,
K. S. Soundaram,Politicus,Poet,,,India,,,,1946-01-01,,,,,
Shelley King,Indian Actress,Actor,,,India,,,,1955-09-25,,Kolkata,,,
Sandhu Samaira,Indian Actress,Actor,,,India,,,,,,,,,
Sheen Dass,Television Actress,Actor,,,India,,,,,,Delhi,,,
Smita Kumari,Indian Kabaddi Player,Kabaddi Player,,,India,,,,,,,,,
Sanahanbi Devi,Indian Kabaddi Player,Kabaddi Player,,,India,,,,2000-00-00,,,,,
Kalyani Marella,,Kabaddi Player,,,India,,,,,,,,,
Priya Raina,Indian Actress,Actor,,,India,,,,,,Kashmir,,,
Leela Row,Indian Female Tennis Player,Tennis Player,,,India,,,,1911-12-09,,Mumbai,,,
Sushmita Pawar,Indian Kabaddi Player,Kabaddi Player,,,India,,,,,,,,,
Subhasini Mistry,Indian Social Worker,Maid,,,India,,,,,,,,,
Maneesha S. Inamdar,Indian Academic,Academic,Tata Institute Of Fundamental Research,,India,,,,1967-02-25,,India,,,
Kuppambika,Queen And Poet In The 13Th Century,Poet,,,India,Gona Budda Reddy,,,,,,,,
Sapna Choudhary,"Dancer, Singer, Actor",Dancer,,Haryanvi,India,,,,1990-09-25,,Rohtak,,,
Niradmohini Debi,Bengali Writer,Writer,,Bengali,British India,,,Girish Chandra Bose,1864-02-24,1954-11-02,Bardhaman,,,
Dhira Chaliha,First Women Pilot From North East India,Aircraft Pilot,,,India,,,,1940-01-01,,Assam,,,
Sweety Sima Hembram,Politician,Politician,,,India,,,,,,,,,
Ginny Ali,Indian Actress,Actor,,,India,,,,,,,,,
Namita Nayak,Indiaas Geluidsontwerper,Sound Designer,Film And Television Institute Of India,,India,,,,,,,,,
Y.G. Srimati,Is A 20Th Century Artist From India,Singer,Art Students League Of New York,,India,,,,1926-00-00,2007-00-00,Mysore,,,
Alena Reji,Indian Cyclist,Sport Cyclist,,,India,,,,1999-05-05,,Omassery Grama Panchayat,,,
Priyanka,Indian Model And Actress,Actor,,,India,,,,,,,,,
Madhurika Patkar,Indian Table Tennis Player,Table Tennis Player,,,India,,,,1987-04-10,,Thane,,,
Tarika Tripathi,Indian Model And Actress,Model,,,India,,,,,,,,,
Barbara Webster,Indian Athletics Competitor,Athletics Competitor,,,India,,,,,,,,,
Sapna Sappu,Indian Actress,Actor,,,India,,,,1980-07-20,,Nashik,,,
Kova Laxmi,Indian Politician,Politician,,,India,,,,1973-02-05,,Adilabad,,,
Christine Forage,Indian Track And Field Athlete,Athletics Competitor,,,India,,,,,,,,,
Prerna Kohli,Indian Clinical Psychologist,Clinical Psychologist,Aligarh Muslim University,,India,,,,1965-12-21,,Aligarh,,,
R.T. Rama,Indian Actress,Actor,,,India,,,,1949-06-25,,Davangere,,,
Dhriti Banerjee,Indische Zoologin,Entomologist,,,India,,,,1970-02-06,,Kolkata,,,
Debadrita Basu,Indian Actress,Actor,,,India,,,,2001-10-03,,Kolkata,,,
Preetha Krishna,Indian Spiritual And Philosophy Teacher,Philosopher,,,India,,,,1974-12-02,,Chennai,,,
Athira Patel,Malayalam Film Actress,Actor,,,India,,,,,,,,,
Hina Kaware,Deputy Speaker Of Madhya Pradesh Legislative Assembly,Politician,,,India,,,,1984-11-12,,,,,
Ningshi Block Hazarika,Badminton Player,Badminton Player,,,India,,,,1997-02-13,,,,,
Jhuma Solanki,Indian Politician,Politician,,,India,,,,1967-04-02,,,,,
Rinky Chakma,Indian Model,Beauty Pageant Contestant,,,India,,,,1994-01-01,,Agartala,,,
Diksha Dagar,Indian Deaf Golfer,Golfer,,,India,,,,2000-12-14,,Jhajjar,,,
Amrita Chattopadhyay,Indian Actress,Actor,Patha Bhavan,,India,,,,,,Kolkata,,,
Harsha N. Devani,Former Judge Of Gujarat High Court,Judge,Gujarat University,,India,,,,1958-03-27,,,,,
Sara Rai,Indian Writer And Translator,Author,Jawaharlal Nehru University,,India,,,,1956-09-15,,Allahabad Lok Sabha Constituency,,,
Priyambada Debi,Odia Politician,Politician,,Odia,India,,,,1898-00-00,1999-07-08,,,,
Rashmi Nigam,Indian Model And Actress,Model,,,India,,,,,,,,,
Grace Kujur,Indiaas Schrijfster,Writer,,,India,,,,1949-04-03,,,,,
Navya Naveli Nanda,Daughter Of Shweta Bachchan Nanda,Model,,,India,Nikhil Nanda,Shweta Bachchan Nanda,,1997-00-00,,Mumbai,,,
Ishaa Saha,Indian Actress,Actor,University Of Calcutta,,India,,,,,,,,,
Poongani,Tamil Villu Paatu Story Teller/Musician Died 2018,Storyteller,,,India,,,,1934-00-00,2018-11-02,Tamil Nadu,Kottaram,,
Nongmaithem Ratanbala Devi,Indian Female Football Player,Association Football Player,,,India,,,,1994-09-05,,Manipur,,,
Renita D'Silva,Indiaas Schrijfster,Writer,,,India,,,,,,India,,,
Rajeswari Dalabehera,Indian Writer,Physician,,Odia,India,,,,1933-00-00,,Cuttack,,,
Smita Mohanty,Indian Actress,Film Actor,,Odia,India,,,,,,,,,
Niharika Mohanty,Odissi Dancer,Dancer,,Odia,India,,,,,,,,,
Ronjini Chakraborty,Indian Actor.,Actor,,,India,,,,1986-00-00,,Kolkata,,,
Alia Ekka,Indian Novelist,Novelist,,,India,,,,1917-01-01,,,,,
రోజాభారతి,Indian Actress,Actor,,,India,,,,1989-01-01,,,,,
Rajashree Mallick,"Politician From Odisha, India",Politician,,Odia,India,,,,1964-11-03,,Cuttack,,,
Snehangini Chhuria,"Politician From Odisha, India",Politician,,Odia,India,,,,1968-12-09,,,,,
Rita Sahu,"Politician From Odisha, India",Politician,,Odia,India,,,Subal Sahu,1971-06-16,,,,,
Binapani Panda,"Poet From Odisha, India",Poet,,Odia,India,,,,1958-11-01,,Jajpur,,,
Phulamani Santa,"Politician From Odisha, India",Politician,,Odia,India,,,,1953-12-31,2009-12-30,,,,
Smita Prakash,Indian Journalist,Journalist,,,India,,,,1971-12-02,,New Delhi,,,
Pallavi Mohapatra,Indian Airforce Pilot,Aircraft Pilot,,Odia,India,,,,,,Bhubaneswar,,,
Rasmanjari Devi,"Politician From Odisha, India",Politician,,Odia,India,,,,1927-11-19,,,,,
Birbaha Hansda,Indian Actress And Singer,Actor,,,India,,,,1982-10-08,,Binpur,,,
Padmawati Devi,Indian Politician,Politician,,,India,,,,1918-01-01,,,,,
Bharati Fulmali,Indian Cricketer,Cricketer,,,India,,,,1994-11-10,,Amravati,,,
Chandrani Murmu,"Politician From Odisha, India",Politician,,Odia,India,,,,1993-06-16,,Ludhiana,,,
Yashoda Murmu,Santali Writer,Writer,,,India,,,,1964-07-24,,,,,
Aishwarya Raj Bhakuni,Indian Tv Actress (Born 1995),Actor,,,India,,,,1995-09-04,,Bhopal,,,
Atasi Barua,Indian Painter Of The 20Th Century.,Painter,,,India,,,,1921-09-04,2016-06-26,,,,
Sumithra Kamaraj,Indian Female Football Player,Association Football Player,,,India,,,,1994-07-05,,,,,
Eva Asao,Assamese Actress,Actor,,,India,,,,1940-00-00,1988-00-00,,,,
Abhija Sivakala,Indian Actress,Actor,,,India,,,,,,Vannappuram,,,
Shanaya Kapoor,"Indian Model, Actress & Director",,,,India,Sanjay Kapoor,,,1999-11-03,,,,,
Chinta Anuradha,Indian Politician,Politician,,Telugu,India,,,,,,West Godavari District,,,
Daksha Pattani,Gujarati Critic And A Scholar On Mahatma Gandhi,Writer,Gujarat University,,India,,,,1938-11-04,2019-03-10,Bhavnagar,,,
Ameira Punvani,Indian Costume Designer And Celebrity Stylist,Costume Designer,Loreto Convent Lucknow,,India,,,,,,Lucknow,,,
Niti Bhan,Indiaas Zakenvrouw,Businessperson,Illinois Institute Of Technology,,India,,,,,,,,,
Debasree Chaudhuri,"Politician From West Bengal, India",Politician,,,India,,,,1971-01-31,,Balurghat,,,
Manjula Swain,"Politician From Odisha, India",Politician,,Odia,India,,,Ladu Kishore Swain,,,,,,
Suman Rao,Indian Model And Femina Miss India World 2019,Beauty Pageant Contestant,,,India,,,,1998-11-23,,Amet,,,
Poorvi Jain,Indian Film Actress,Actor,,,India,,,,1996-11-04,,Jaipur,,,
Anita Ghai,Indian Academic,Academic,,,India,,,,1958-10-23,,,,,
സജിനി,Indian Film Actress,Film Actor,,,India,,,,,,Andhra Pradesh,,,
Akshara Singh,Indian Actress,Actor,,,India,,,,1993-08-30,,,,,
Khushi Shah,Indian Actress,Actor,,,India,,,,1983-11-19,,,,,
Ravina,Indian Actress,Actor,,,India,,,,,,,,,
Anupama Jaiswal,Indian Politician,Politician,,,India,,,,1967-01-01,,Bahraich District,,,
Netha Hussain,"Medical Doctor, Researcher And Wikimedian",Physician,Sahlgrenska Academy,,India,,,,1990-06-11,,Kerala,,,
Baby Annie,Indian Actor,Actor,,,India,,,,2001-03-31,,Hyderabad,,,
Ammu Abhirami,Indian Actress,Actor,,,India,,,,2000-03-16,,Chennai,,,
Masroor Jahan,Indian Novelist,Writer,,,India,,,,1938-07-08,2019-09-22,Lucknow,Lucknow,,
Saroj Sonkar,Indian Politician,Politician,,,India,,,,,,Uttar Pradesh,,,
T. S. Sathyavathi,Indian Musicologist And Performer,Musicologist,,,India,,,,1954-06-30,,Bengaluru,,,
Ashem Roja Devi,Indian Female Football Player,Association Football Player,,,India,,,,2000-01-01,,Manipur,,,
Pranita Talukdar,Indian Politician,Academic,,,India,,,,1935-01-01,2019-04-20,,,,
Chinki Yadav,Indian Sport Shooter,Sport Shooter,,,India,,,,1997-11-26,,Bhopal,,,
Anshu Malik,Indian Amateur Wrestler,Amateur Wrestler,,,India,,,,2001-08-05,,,,,
Ruma Devi Kumawat,Indian Traditional Handicraft Artisans In Barmer Rajasthan,Fashion Designer,,,India,,,,1989-01-01,,Barmer District,,,
Sunita Bhuyan,Indian Violin Player,Violinist,,Assamese,India,,,,1970-05-23,,Shillong,,,
Gulshan Ewing,Indian Journalist,Journalist,,,India,,,,1928-00-00,2020-04-18,Mumbai,Richmond,,Covid-19
Parmita Reang,Indian Singer,Singer,Tripura University,,India,,,,,,,,,
Pamela Chatterjee,"Rural Activist In India Freeing Up 1,000S Of Hectares",Writer,,,India,,,,,,,,,
Sailakshmi Balijepally,Paediatrician And Charity Founder,Pediatrician,St Francis College For Women,,India,,,,,,,,,
Pragya Prasun,Indian Founder Of Ngo Supporting Survivors Of Acid Attacks,Activist,,,India,,,,1983-00-00,,,,,
Shanta Dutta,Researcher (Orcid 0000-0002-6897-7390),Microbiologist,Calcutta National Medical College,,India,,,,,,,,,
Saurabh Suman,Agri Researcher In India - Nari Shakti Award,Researcher,Aligarh Muslim University,,India,,,,,,,,,
P.K. Thressia,Engineer,Engineer,,,India,,,,1924-03-12,1981-11-18,,,,
Poornitha,South Indian Actress,Actor,,,India,,,,1990-11-23,,Coimbatore,,,
Kamala Sohonie,Indian Biochemist. First Indian Woman To Get Her Ph.D In A Scientific Discipline,Biochemist,University Of Mumbai,,India,,,,1912-09-14,1998-06-28,Indore,New Delhi,,
